REF,"OLD_REF",CODE EAN,SEGMENT PRODUIT ,SOUS SEGMENT PRODUIT,MARQUE,UNIVERS,GAMME,DESIGNATION,TAILLE,COULEUR,PCB,Statut, PPR TTC 2025, PAHT Brut 2025, PA HT remisé (20%)
1002443,36130-003-0,4009839377389,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,ZWILLING® GOURMET,"Jeu de couteaux, 3 pcs. ZWILLING® Gourmet 
(36110-100 Couteau à larder et garnir 100 mm / 36110-160 Couteau à trancher 160 mm / 36111-200 Couteau de Chef 200mm)",420x135,Noir,1,Actuel,"119,00 €","87,11 €","  69,69 € "
1002445,36130-005-0,4009839385858,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,ZWILLING® GOURMET,"Jeu de couteaux, 2 pcs. ZWILLING® Gourmet 
(36110-100 Couteau à larder et garnir 100 mm / 36111-200 Couteau de Chef 200 mm)",420x95,Noir,1,Actuel,"84,95 €","62,18 €","  49,74 € "
1002448,36131-002-0,4009839385704,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,ZWILLING® GOURMET,"Bloc de couteaux, bambou, 7 pcs. ZWILLING® Gourmet 
(36110-100 Couteau à larder et garnir 100 mm / 36110-130 Couteau universel 130 mm / 36110-160 Couteau à trancher 160 mm / 36111-200 Couteau de Chef 200 mm / 32576-230 Fusil 230 mm / 41371-001 Ciseaux à multiples usages)",300x115x260,Nature,1,Actuel,"239,00 €","174,95 €","  139,96 € "
1002866,38430-002-0,4009839292897,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® STEAK-SETS,"Jeu de 4 couteaux à steak ZWILLING® Pro 
(4 x 38409-121-0)",140x250,Noir,1,Actuel,"249,00 €","182,27 €","  145,82 € "
1020263,38539-004-0	,4009839645334,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® STEAK-SETS,Jeu de 4 couteaux à steak ZWILLING® Pro Le Blanc,140x250,Blanc,1,Actuel,"249,00 €","182,27 €","  145,82 € "
1003027,39029-000-0,4009839375767,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® STEAK-SETS,"Jeu de 4 couteaux à steak lisse ZWILLING® Matteo Thun 
(4 x 39029-120)",125x300,Noir,1,Actuel,"54,95 €","40,22 €","  32,18 € "
1003029,39029-002-0,4009839381249,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® STEAK-SETS,"Jeu de 4 couteaux à steak serration ZWILLING® Matteo Thun 
(4 x 39028-120)",126x300,Noir,1,Actuel,"54,95 €","40,22 €","  32,18 € "
1002894,38448-007-0,4009839521904,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK,"Bloc de couteaux, Sharpblock, 7 pcs. ZWILLING® Pro
(1 couteau à larder et garnir 100mm / 1 couteau universel 130mm / 1 couteau à trancher 200mm / 1 couteau de Chef 200mm / 1 couteau à pain 200mm / 1 ciseaux multiples usages 205mm)",300x115x260,Brun,1,Actuel,"449,00 €","328,67 €","  262,94 € "
1024104,38542-007-0,4009839661617,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK,"Bloc de couteaux, Sharpblock, 7 pcs. ZWILLING® Pro Le Blanc
(Couteau à larder et garnir 100mm / Couteau universel 130mm / Couteau à trancher 160mm / Couteau de Chef 200mm / Couteau à pain 200mm / Ciseaux multiples usages)",300x115x260,Blanc,1,Actuel,"449,00 €","328,67 €","  262,94 € "
1002301,35145-000-0,4009839409745,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK,"Bloc de couteaux, Sharpblock, 7 pcs. ****FOUR STAR®
(31070-100 Couteau à larder et garnir 100mm / 31070-130 Couteau universel 130mm / 31070-160 Couteau à trancher 160mm / 31071-200 Couteau de Chef 200mm / 31076-200 Couteau à pain 200mm / 41371-000 Ciseaux multiples usages)",300x115x260,Brun,1,Actuel,"349,00 €","255,47 €","  204,38 € "
1002451,36133-000-0,4009839408182,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK,"Bloc de couteaux, Sharpblock, 7 pcs. ZWILLING® Gourmet
(36110-100 Couteau à larder et garnir 100mm / 36110-130 Couteau universel 130mm / 36110-160 Couteau à trancher 160mm / 36111-200 Couteau de Chef 200mm / 36116-200 Couteau à pain 200mm / 41371-000 Ciseaux multiples usages)",300x115x260,Brun,1,Actuel,"279,00 €","204,23 €","  163,38 € "
1027272,35148-700-0,4009839672415,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK 2.0,"Bloc de couteaux avec technologie KiS,+ 7 pcs. ZWILLING® **** FOUR STAR
(couteau à larder et garnir 100 mm / couteau universel 130 mm / couteau à trancher 160 mm / couteau de chef 200 mm / couteau à pain 200mm / ciseaux à usages multiples 200 mm)",-,Anthracite,1,Actuel,"349,00 €","255,47 €","  204,38 € "
1027273,33761-400-0,4009839672422,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK 2.0,"Bloc de couteaux avec technologie KiS,+ 7 pcs. ZWILLING® ALL * STAR
(couteau à larder et garnir 100 mm / couteau universel 130 mm / couteau à trancher 160 mm / couteau de chef 200 mm / couteau à pain 200mm / ciseaux à usages multiples 200 mm)",-,Anthracite,1,Actuel,"379,00 €","277,43 €","  221,94 € "
1027274,33780-400-0,4009839672439,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK 2.0,"Bloc de couteaux avec technologie KiS,+ 7 pcs. ZWILLING® ALL * STAR
(couteau à larder et garnir 100 mm / couteau universel 130 mm / couteau à trancher 200 mm / couteau de chef 200 mm / couteau à pain 200 mm / ciseaux à usages multiples 200 mm)",-,Anthracite,1,Actuel,"379,00 €","277,43 €","  221,94 € "
1027275,35705-700-0,4009839672446,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK 2.0,"Bloc de couteaux avec technologie KiS,+ 7 pcs. ZWILLING® PROFESSIONAL S
(couteau à larder et garnir 100 mm / couteau universel 130 mm / couteau à trancher 200 mm / couteau de chef 200 mm / couteau à pain 200 mm / ciseaux à usages multiples 200 mm)",-,Anthracite,1,Actuel,"399,00 €","292,07 €","  233,66 € "
1027276,36133-700-0,4009839672453,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK 2.0,"Bloc de couteaux avec technologie KiS,+ 7 pcs. ZWILLING® GOURMET
(couteau à larder et garnir 100 mm / couteau universel 130 mm / couteau à trancher 160 mm / couteau de chef 200 mm / couteau à pain 200 mm / ciseaux à usages multiples 200 mm)",-,Anthracite,1,Actuel,"279,00 €","204,23 €","  163,38 € "
1029641,-,4009839680038,Couteaux,Couteaux avec mitre,ZWILLING,COUTEAUX,ZWILLING® SHARPBLOCK 2.0,"Bloc de couteaux avec technologie KiS,+ 7 pcs. ZWILLING® PRO
(couteau à larder et garnir 100 mm / couteau universel 130 mm / couteau à trancher 200 mm / couteau de chef 200 mm / couteau à pain 200 mm / ciseaux à usages multiples 200 mm)",-,Anthracite,1,Actuel,"449,00 €","328,67 €","  262,94 € "
1002998,38720-060-0,4009839193897,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,TWIN® GRIP,"Eplucheur, noir, 6 cmTWIN® Grip",60,Noir,20,Actuel,"9,95 €","7,28 €","  5,82 € "
1003000,38720-080-0,4009839193903,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,TWIN® GRIP,"Couteau à légumes, noir, 8 cm TWIN® Grip",80,Noir,20,Actuel,"9,95 €","7,28 €","  5,82 € "
1003003,38720-090-0,4009839193910,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,TWIN® GRIP,"Couteau à larder et garnir, noir, 9 cm TWIN® Grip",90,Noir,20,Actuel,"9,95 €","7,28 €","  5,82 € "
1003006,38720-100-0,4009839193927,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,TWIN® GRIP,"Couteau à larder et garnir, noir, 10 cm TWIN® Grip",100,Noir,20,Actuel,"9,95 €","7,28 €","  5,82 € "
1002671,38070-120-0,4009839522178,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,TWIN® GRIP,"Couteau universel, noir, 12 cm TWIN® Grip",120,Noir,1,Actuel,"6,95 €","5,09 €","  4,07 € "
1003008,38725-120-0,4009839193934,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,TWIN® GRIP,"Couteau universel, noir, 12cm TWIN® Grip",120,Noir,20,Actuel,"11,95 €","8,75 €","  7,00 € "
1003011,38726-110-0,4009839193941,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,TWIN® GRIP,"Couteau à tartiner, noir, 11 cm TWIN® Grip",110,Noir,20,Actuel,"11,95 €","8,75 €","  7,00 € "
1003015,38737-000-0,4009839193989,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,TWIN® GRIP,"Jeu de couteaux, 3 pcs. noir, TWIN® Grip 
(38720-060 Eplucheur 60 mm / 38720-080 Couteau à légumes 80 mm/ 38720-100 Couteau à larder et garnir 100 mm)",350x105x15,Noir,1,Actuel,"27,95 €","20,46 €","  16,37 € "
1002994,38601-090-0,4009839151866,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,TWIN® GRIP,"Couteau à larder et garnir, rouge, 9 cm TWIN® Grip",90,Rouge,20,Actuel,"8,95 €","6,55 €","  5,24 € "
1002667,38040-050-0,4009839016165,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,COUTEAUX À LÉGUMES,"Eplucheur, rouge, 5 cm Couteaux de Cuisine",50,Rouge,20,Actuel,"9,95 €","7,28 €","  5,82 € "
1002669,38041-070-0,4009839016172,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,COUTEAUX À LÉGUMES,"Couteau à légumes, rouge, 7 cm Couteaux de Cuisine",70,Rouge,20,Actuel,"9,95 €","7,28 €","  5,82 € "
1002661,38014-000-0,4009839015977,Accessoires de cuisine,Gadgets de cuisine,ZWILLING,COUTEAUX,COUTEAUX À LÉGUMES,"Eplucheur 2 tranchants, bois marron, 5,5 cm Couteaux de Cuisine",55,Brun,15,Actuel,"7,95 €","5,82 €","  4,66 € "
1002705,38185-060-0,4009839164170,Accessoires de cuisine,Gadgets de cuisine,ZWILLING,COUTEAUX,COUTEAUX À LÉGUMES,"Eplucheur, noir, 6,5 cm Couteaux de Cuisine",65,Noir,15,Actuel,"7,95 €","5,82 €","  4,66 € "
1002317,35211-001-0,4009839316432,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,COUTEAUX À LÉGUMES,"Jeu de couteaux, 2 pcs. noir, Couteaux de Cuisine 
(38185-060 Econome 60 mm / 32901-070 Couteau à légumes 70 mm)",220x80,Noir,1,Actuel,"16,95 €","12,41 €","  9,93 € "
1002689,38115-001-0,4009839016240,Couteaux,Couteaux sans mitre,ZWILLING,COUTEAUX,COUTEAUX À LÉGUMES,"Jeu de couteaux, 3 pcs. noir, Couteaux de Cuisine 
(38029-050 Eplucheur 50 mm / 38030-070 Couteau à légumes 70 mm / 38031-080 Couteau à larder et garnir 80 mm)",280x90,Noir,1,Actuel,"27,95 €","20,46 €","  16,37 € "
1001770,32505-100-0,4009839208621,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Pierre à aiguiser TWIN® Stone pro,200x85x40,Blanc pur,1,Actuel,"79,95 €","58,52 €","  46,82 € "
1001771,32505-300-0,4009839234262,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Pierre à aiguiser / TWIN® finishing stone pro,200x85x40,Blanc pur,1,Actuel,"119,00 €","87,11 €","  69,69 € "
1001772,32513-231-0,4009839217494,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Fusil céramique 23 cm,230,Noir,1,Actuel,"57,95 €","42,42 €","  33,94 € "
1001773,32520-261-0,4009839217500,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Fusil diamant 26 cm,260,Noir,1,Actuel,"69,95 €","51,20 €","  40,96 € "
1001775,32542-310-0,4009839010286,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Fusil chromé 31,5 cm (manche synthétique, ovale)",315,Noir,1,Actuel,"69,95 €","51,20 €","  40,96 € "
1001778,32565-261-0,4009839067808,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Fusil chromé 26 cm (manche synthétique noir),260,Noir,1,Actuel,"49,95 €","36,56 €","  29,25 € "
1001780,32567-231-0,4009839207075,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Fusil chromé 23 cm (manche synthétique noir),230,Noir,1,Actuel,"47,95 €","35,10 €","  28,08 € "
1001782,32576-211-0,4009839217531,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Fusil chromé 21 cm (manche synthétique noir),210,Noir,1,Actuel,"24,95 €","18,26 €","  14,61 € "
1001783,32576-231-0,4009839217548,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Fusil chromé 23 cm (manche synthétique noir),230,Noir,1,Actuel,"27,95 €","20,46 €","  16,37 € "
1001785,32576-261-0,4009839217555,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Fusil chromé 26 cm (manche synthétique noir),260,Noir,1,Actuel,"37,95 €","27,78 €","  22,22 € "
1031078,32591-000-0,4009839686757,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Aiguiseur Twinsharp noir,165,Noir,8,Actuel,"19,95 €","14,60 €","  11,68 € "
1001795,32601-000-0,4009839165658,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Aiguiseur Twinsharp select (2 modules), acier",195,Inox,1,Actuel,"44,95 €","32,90 €","  26,32 € "
1001799,32605-000-0,4009839420931,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Affûteur ZWILLING® V-Edge,81x202x209,Noir,1,Actuel,"69,95 €","51,20 €","  40,96 € "
1001800,32605-100-0,4009839523656,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Bandes d'aiguisage Affûteur ZWILLING® V-Edge grain 150 (bleu), - ,Bleu,1,Actuel,"9,95 €","7,28 €","  5,82 € "
1001801,32605-200-0,4009839523663,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Bandes d'aiguisage Affûteur ZWILLING® V-Edge grain 360 (vert), - ,Vert,1,Actuel,"9,95 €","7,28 €","  5,82 € "
1001802,32605-300-0,4009839523670,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Bandes d'aiguisage Affûteur ZWILLING® V-Edge grain 1000 (blanc), - ,Blanc,1,Actuel,"9,95 €","7,28 €","  5,82 € "
1002231,35043-200-0,4009839265020,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Bloc de couteaux, bambou - aimant, 7 pcs.",277x125x385,Brun,1,Actuel,"149,00 €","109,07 €","  87,26 € "
1002234,35046-110-0,4009839298899,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Bloc de couteaux, bambou - aimant",150x300x185,Brun,1,Actuel,"99,95 €","73,16 €","  58,53 € "
1002307,35149-400-0,4009839192074,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Bloc de couteaux, bois naturel, 7 pcs.",230x115x230,Brun,1,Actuel,"59,95 €","43,88 €","  35,10 € "
1002228,35042-400-0,4009839217432,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Bloc de couteaux, bambou, 7 pcs.",240x115x195,Brun,1,Actuel,"59,95 €","43,88 €","  35,10 € "
1002224,35028-200-0,4009839424250,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Bloc de couteaux, aluminium gris, 7 pcs.",265x132x32,Gris,1,Actuel,"109,00 €","79,79 €","  63,83 € "
1002261,35100-592-0,4009839426773,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Bloc de couteaux, aluminium noir, 7 pcs.",265x132x32,Noir,1,Actuel,"109,00 €","79,79 €","  63,83 € "
1002211,35001-007-0,4009839491436,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Etui à couteaux modèle S, 7 compartiments, noir",490x150x15,Noir,1,Actuel,"42,95 €","31,44 €","  25,15 € "
1002212,35001-008-0,4009839491443,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Malette couteaux modèle M, 7 compartiments, noir",455x150x55,Noir,1,Actuel,"72,95 €","53,40 €","  42,72 € "
1002213,35001-009-0,4009839491450,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Malette couteaux modèle L, 17 compartiments, noir",490x155x70,Noir,1,Actuel,"119,00 €","87,11 €","  69,69 € "
1001804,32621-300-0,4009839170133,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Bar magnétique 30 cm (synthétique, noir)",300,Noir,1,Actuel,"34,95 €","25,58 €","  20,46 € "
1001806,32621-450-0,4009839170232,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Bar magnétique 45 cm (synthétique, noir)",450,Noir,1,Actuel,"43,95 €","32,17 €","  25,74 € "
1001808,32622-300-0,4009839170249,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Bar magnétique 30 cm (aluminium),300,Inox,1,Actuel,"43,95 €","32,17 €","  25,74 € "
1001809,32622-450-0,4009839170256,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,Bar magnétique 45 cm (aluminium),450,Inox,1,Actuel,"54,95 €","40,22 €","  32,18 € "
1002279,35118-100-0,4009839346583,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Planche à découper, 60x40 cm, hêtre massif",600x400,Nature,1,Actuel,"64,95 €","47,54 €","  38,03 € "
1001392,30772-300-0,4009839217456,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Planche à découper, 25x18 cm, bambou, petit",250x180,Brun,1,Actuel,"24,95 €","18,26 €","  14,61 € "
1001391,30772-100-0,4009839195679,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Planche à découper, 35x25 cm, bambou, moyen",350x250,Brun,1,Actuel,"44,95 €","32,90 €","  26,32 € "
1001393,30772-400-0,4009839217470,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Planche à découper, 42x31 cm, bambou, grand",420x310,Brun,1,Actuel,"67,95 €","49,74 €","  39,79 € "
1002286,35123-400-0,4009839409578,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Planche à découper, 35x25 cm, hêtre",350x250x20,Brun,1,Actuel,"26,95 €","19,73 €","  15,78 € "
1002284,35123-200-0,4009839409554,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Planche à découper, 35x25 cm, chêne",350x250x20,Brun,1,Actuel,"41,95 €","30,71 €","  24,57 € "
1002283,35123-100-0,4009839409547,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Planche à découper, 35x25 cm, noyer",350x250x20,Brun,1,Actuel,"46,95 €","34,37 €","  27,50 € "
1001345,30499-500-0,4009839251603,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Fourreau 8x2,2mm",80x5x22,Noir,1,Actuel,"7,95 €","5,82 €","  4,66 € "
1001346,30499-501-0,4009839251610,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Fourreau 13x2,2 cm",130x5x22,Noir,1,Actuel,"7,95 €","5,82 €","  4,66 € "
1001347,30499-502-0,4009839251627,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Fourreau 20x2,2 cm",200x5x22,Noir,1,Actuel,"8,95 €","6,55 €","  5,24 € "
1001348,30499-503-0,4009839251634,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Fourreau 20,5x5 cm",205x5x50,Noir,1,Actuel,"8,95 €","6,55 €","  5,24 € "
1001349,30499-504-0,4009839251641,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Fourreau 26,5x5 cm",265x5x50,Noir,1,Actuel,"8,95 €","6,55 €","  5,24 € "
1001350,30499-505-0,4009839382703,Couteaux,Couteaux neutre,ZWILLING,COUTEAUX,ACCESSOIRES,"Fourreau 31x3,2 cm",310x5x32,Noir,1,Actuel,"9,95 €","7,28 €","  5,82 € "
1006101,65125-160-0,4009839530463,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Casserole 16 cm ZWILLING® Pro,16,Inox,1,Actuel,"99,95 €","73,16 €","  58,53 € "
1006103,65125-200-0,4009839530487,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Casserole 20 cm ZWILLING® Pro,20,Inox,1,Actuel,"109,00 €","79,79 €","  63,83 € "
1006093,65122-160-0,4009839530494,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Faitout 16 cm ZWILLING® Pro,16,Inox,1,Actuel,"109,00 €","79,79 €","  63,83 € "
1006094,65122-200-0,4009839530500,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Faitout 20 cm ZWILLING® Pro,20,Inox,1,Actuel,"119,00 €","87,11 €","  69,69 € "
1006095,65122-240-0,4009839530517,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Faitout 24 cm ZWILLING® Pro,24,Inox,1,Actuel,"129,00 €","94,43 €","  75,54 € "
1006096,65123-160-0,4009839530524,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Marmite 16 cm ZWILLING® Pro,16,Inox,1,Actuel,"119,00 €","87,11 €","  69,69 € "
1006097,65123-200-0,4009839530531,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Marmite 20 cm ZWILLING® Pro,20,Inox,1,Actuel,"129,00 €","94,43 €","  75,54 € "
1006098,65123-240-0,4009839530548,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Marmite 24 cm ZWILLING® Pro,24,Inox,1,Actuel,"139,00 €","101,75 €","  81,40 € "
1006099,65124-240-0,4009839530555,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Marmite haute 24 cm ZWILLING® Pro,24,Inox,1,Actuel,"154,00 €","112,73 €","  90,18 € "
1006100,65124-280-0,4009839530562,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Marmite haute 28 cm ZWILLING® Pro,28,Inox,1,Actuel,"169,00 €","123,71 €","  98,97 € "
1006104,65127-240-0,4009839530449,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Sauteuse 24 cm ZWILLING® Pro,24,Inox,1,Actuel,"114,00 €","83,45 €","  66,76 € "
1006105,65127-280-0,4009839530456,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Sauteuse 28 cm ZWILLING® Pro,28,Inox,1,Actuel,"124,00 €","90,77 €","  72,62 € "
1006088,65120-005-0,4009839531262,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Set de cuisson 5 pièces ZWILLING® Pro,-,Inox,1,Actuel,"399,00 €","292,07 €","  233,66 € "
1006106,65128-200-0,4009839530586,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Poêle inox 20 cm ZWILLING® Pro,20,Inox,1,Actuel,"79,95 €","58,52 €","  46,82 € "
1006107,65128-240-0,4009839530593,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Poêle inox 24 cm ZWILLING® Pro,24,Inox,1,Actuel,"89,95 €","65,84 €","  52,67 € "
1006108,65128-260-0,4009839530609,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Poêle inox 26 cm ZWILLING® Pro,26,Inox,1,Actuel,"94,95 €","69,50 €","  55,60 € "
1006109,65128-280-0,4009839530616,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Poêle inox 28 cm ZWILLING® Pro,28,Inox,1,Actuel,"99,95 €","73,16 €","  58,53 € "
1006110,65129-200-0,4009839530623,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Poêle Duraslide® Ultra 20 cm ZWILLING® Pro,20,Inox,1,Actuel,"89,95 €","65,84 €","  52,67 € "
1006111,65129-240-0,4009839530630,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Poêle Duraslide® Ultra 24 cm ZWILLING® Pro,24,Inox,1,Actuel,"99,95 €","73,16 €","  58,53 € "
1006112,65129-260-0,4009839530647,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Poêle Duraslide® Ultra 26 cm ZWILLING® Pro,26,Inox,1,Actuel,"104,00 €","76,13 €","  60,90 € "
1006113,65129-280-0,4009839530654,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Poêle Duraslide® Ultra 28 cm ZWILLING® Pro,28,Inox,1,Actuel,"109,00 €","79,79 €","  63,83 € "
1006090,65120-280-0,4009839530661,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Poêle haute Inox 28 cm ZWILLING® Pro,28,Inox,1,Actuel,"119,00 €","87,11 €","  69,69 € "
1006092,65121-300-0,4009839530678,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® PRO,Wok 30 cm ZWILLING® Pro,30,Inox,1,Actuel,"169,00 €","123,71 €","  98,97 € "
1006216,66460-000-0,4009839372766,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® VITALITY ,"Set de cuisson 5 pcs. ZWILLING® Vitality
(66462-200 Faitout 3,0l / 66463-160 Marmite 2,0l / 66465-161 Marmite 3,5l / 66463-200 Marmite 6,0l / 66463-240 Casserole 1,5l)",-,Inox,1,Actuel,"299,00 €","218,87 €","  175,10 € "
1009152,66920-003-0,4009839539718,Casseroles et poêles,Casseroles et poêles acier inox,ZWILLING,CUISSON,ZWILLING® TRUE FLOW,"Set de cuisson 3pcs ZWILLING® True Flow
(1009155 Faitout 20 cm / 1009158 Marmite 24 cm / 1009159 Casserole 16 cm)",-,Inox,1,Actuel,"199,00 €","145,67 €","  116,54 € "
